nodeID,workerID,start_time,stop_time,task,return_code,file_path
h36n12,Worker-af5f284c-b39e-4348-b45d-93b21884cc39,1673626273.5630233,1673626281.8637514,preprocessing,0,Sphmag15G069200.1
h36n12,Worker-94224e31-1055-4a1d-94e7-339de42a72f5,1673626273.464991,1673626282.0601976,preprocessing,0,Sphmag10G032300.1
h36n12,Worker-7a822f8a-036a-4995-a619-bfb377779e2e,1673626273.5168002,1673626282.0716798,preprocessing,0,Sphmag13G100400.1
h36n12,Worker-499e4ccc-f916-4e15-b068-723fc71faca3,1673626273.5131092,1673626282.9461622,preprocessing,0,Sphmag02G028000.1
h36n12,Worker-0fc57a02-2983-4ac6-8e6d-3d5266abe976,1673626273.492863,1673626283.1287334,preprocessing,0,Sphmag05G090900.1
h36n12,Worker-f33bfee1-330d-402a-b789-73225ec36602,1673626273.512848,1673626283.810347,preprocessing,0,Sphmag03G064100.1
h36n12,Worker-25a5d660-2734-43fe-a30c-c24a3f48c7f5,1673626273.513028,1673626283.9353108,preprocessing,0,Sphmag13G013700.1
h36n12,Worker-e3390aa7-ea82-4de1-9ad3-7da516f59106,1673626273.562631,1673626283.9538279,preprocessing,0,Sphmag08G080300.1
h36n12,Worker-8880ecf0-027e-48db-93d8-a78e4aeb8a58,1673626273.5167942,1673626284.5884624,preprocessing,0,Sphmag15G092700.1
h36n13,Worker-7c6bc4a7-ed69-44e8-94e1-4706eaaed715,1673626276.3970351,1673626284.686002,preprocessing,0,Sphmag19G093100.1
h36n13,Worker-8b3a33c1-6815-4195-9e3d-2845a6a8811c,1673626276.3971796,1673626284.779767,preprocessing,0,Sphmag05G066700.1
h36n12,Worker-2009e77a-bfb0-46d2-a6da-aa13666eca6f,1673626273.5362997,1673626284.850435,preprocessing,0,Sphmag18G027800.1
h36n12,Worker-d9eda4bf-0aa1-4ae7-8f94-bfcca44039b9,1673626273.46499,1673626284.891777,preprocessing,0,Sphmag01G060700.1
h36n12,Worker-02860a1f-0848-499a-8323-2c5db35a7dfa,1673626273.5183752,1673626285.147093,preprocessing,0,Sphmag10G089000.1
h36n12,Worker-f40d3781-71ee-40b8-a112-c6bc57fa3bff,1673626273.5624957,1673626285.4344523,preprocessing,0,Sphmag05G013500.1
h36n12,Worker-22f157f9-5af6-4ba5-814f-bf094a713233,1673626273.4649858,1673626285.9737096,preprocessing,0,Sphmag17G087200.1
h36n13,Worker-c225c59a-b61b-467f-a0f7-79b85d1e64e9,1673626276.397467,1673626286.0051486,preprocessing,0,Sphmag08G112300.1
h36n13,Worker-9db26d36-6fe3-47c5-8a09-a4310e0eda3d,1673626276.3971171,1673626286.4043736,preprocessing,0,Sphmag16G095300.1
h36n13,Worker-13ce5b4f-b334-4a3f-ac04-292125d9034c,1673626276.3967483,1673626286.4473999,preprocessing,0,Sphmag10G020300.1
h36n12,Worker-cd625b0b-c7e9-4771-9d26-f340312adcb9,1673626273.5362756,1673626286.659262,preprocessing,0,Sphmag12G097800.1
h36n12,Worker-a70a4468-1696-4ebc-ac8f-59a0f7743f67,1673626273.5626285,1673626286.720288,preprocessing,0,Sphmag11G075100.1
h36n12,Worker-583a6c3c-b41c-4ab2-91b2-933b9fbeb88f,1673626273.5626605,1673626286.762888,preprocessing,0,Sphmag02G148000.1
h36n12,Worker-dc895be1-f4b3-4b8e-8c5b-dccc2bf297cc,1673626273.490628,1673626286.9020033,preprocessing,0,Sphmag16G089800.1
h36n13,Worker-90c2eea4-e167-409d-bfa7-8e616c8021c0,1673626276.3969626,1673626287.2128236,preprocessing,0,Sphmag19G089700.1
h36n12,Worker-ed3f74b9-1ebf-4bd4-a2dc-7af9f72bfec1,1673626273.5127594,1673626287.3756201,preprocessing,0,Sphmag07G062200.1
h36n13,Worker-bded9027-d692-4e62-86ac-b58d95c9d5b7,1673626276.3971224,1673626287.4043975,preprocessing,0,Sphmag04G039700.1
h36n12,Worker-b11df8e0-9be6-4b23-9fc7-b944abcb2b77,1673626273.524797,1673626287.5190659,preprocessing,0,Sphmag11G103800.1
h36n12,Worker-8d161639-d8af-4ca0-a125-ccd3595c3d34,1673626273.5610938,1673626287.6830628,preprocessing,0,Sphmag11G033500.1
h36n13,Worker-a4e32748-6f7c-4565-988b-57b3c19ab229,1673626276.3971822,1673626287.7495081,preprocessing,0,Sphmag05G122600.1
h36n13,Worker-d36f69b9-0783-4051-971c-ff2da02b9634,1673626276.3970153,1673626287.7743049,preprocessing,0,Sphmag14G060300.1
h36n13,Worker-875e8c83-71d9-4f40-821b-7dabdcee0c25,1673626293.1837087,1673626297.7310555,processing,0,Sphmag15G069200.1
h36n13,Worker-8539bd1e-1b85-4929-809f-6c14462511ad,1673626293.183799,1673626297.7478654,processing,0,Sphmag13G100400.1
h36n13,Worker-14da6346-a2c8-45bc-998a-14374b97e1c6,1673626276.3970568,1673626288.0700908,preprocessing,0,Sphmag18G027000.1
h36n12,Worker-3dae3197-7a2f-4faf-bed0-3a40a6131b11,1673626273.562632,1673626288.1253884,preprocessing,0,Sphmag05G045700.1
h36n12,Worker-6da2b57c-d1d2-42e4-95f2-e4a2e13bfea1,1673626293.6376152,1673626298.1806543,processing,0,Sphmag02G028000.1
h36n13,Worker-37a6c7e3-5859-4faf-87cf-3ac9709dd9cf,1673626276.396876,1673626288.3377411,preprocessing,0,Sphmag14G069100.1
h36n13,Worker-5968cd29-9869-4f02-8b27-fe8586d59611,1673626276.3970304,1673626288.3639698,preprocessing,0,Sphmag08G077500.1
h36n12,Worker-02353b1d-90da-4db6-b355-37f95ccc081c,1673626294.476326,1673626298.280852,processing,0,Sphmag13G013700.1
h36n12,Worker-5e31c79d-c153-4b17-8a60-7a8be840ca48,1673626273.5246809,1673626288.5966437,preprocessing,0,Sphmag09G028400.1
h36n13,Worker-96662329-4541-448d-8b33-753ca0111f1d,1673626276.3973978,1673626288.6840482,preprocessing,0,Sphmag08G015200.1
h36n13,Worker-c7fcf421-c040-45f9-a1cf-5e20758ac21e,1673626276.3971128,1673626288.8016462,preprocessing,0,Sphmag14G066500.1
h36n13,Worker-65eb44b8-30a6-457a-8c7e-63e02b218d6b,1673626276.3971608,1673626288.9253743,preprocessing,0,Sphmag15G097800.1
h36n12,Worker-690fc01a-e788-4637-a3a7-93286aaa1e62,1673626273.5247967,1673626288.987154,preprocessing,0,Sphmag13G098500.1
h36n13,Worker-7368a34a-eeb3-476e-9b6f-463ed84bd30d,1673626276.3970478,1673626289.0187583,preprocessing,0,Sphmag05G006100.1
h36n12,Worker-d67a2f4b-8ad7-47d6-910f-778f31051a0d,1673626295.377055,1673626298.948667,processing,0,Sphmag15G092700.1
h36n13,Worker-25ccc599-e18a-4cf5-a113-5d760801f9fe,1673626295.4321606,1673626298.9963946,processing,0,Sphmag18G027800.1
h36n13,Worker-6e6dd7a9-18bf-4fa5-b0a5-8fe8c0f907c0,1673626276.3973594,1673626289.2314808,preprocessing,0,Sphmag04G098200.1
h36n12,Worker-b1f47481-458f-43bc-9bf7-7853afe884de,1673626273.5608196,1673626289.4997933,preprocessing,0,Sphmag07G104300.1
h36n12,Worker-ae222e26-8023-46b3-b32e-b7d73b80c4be,1673626273.4649866,1673626289.5690446,preprocessing,0,Sphmag14G038800.1
h36n12,Worker-5a2f219b-6d3e-45cf-ba4e-d42ac4aa5f8a,1673626273.516839,1673626289.7797277,preprocessing,0,Sphmag08G018700.1
h36n12,Worker-a7db87ea-e7a7-4647-8e4c-b716d5389516,1673626273.4886672,1673626289.9870212,preprocessing,0,Sphmag17G053600.1
h36n13,Worker-7de4180b-5416-47a5-b5e4-e3def4851f7d,1673626294.459451,1673626299.9799323,processing,0,Sphmag03G064100.1
h36n12,Worker-7c747fed-fb35-4e84-944e-4543c650cef5,1673626273.5626278,1673626290.1174045,preprocessing,0,Sphmag05G025000.1
h36n13,Worker-5c951174-ed38-4a3f-8f43-882677bb851e,1673626276.3972352,1673626290.1180413,preprocessing,0,Sphmag09G105400.1
h36n12,Worker-bd77031a-0063-413b-b530-469ae2fe359e,1673626273.5247092,1673626290.1747932,preprocessing,0,Sphmag15G087400.1
h36n13,Worker-05d9a649-2b99-4c4f-80e7-590e8f405ad1,1673626276.3967397,1673626290.2105842,preprocessing,0,Sphmag02G017100.1
h36n13,Worker-14589dfc-7e89-4a53-8923-8398e3691ced,1673626276.3978112,1673626290.2321866,preprocessing,0,Sphmag04G123500.1
h36n13,Worker-5513d8d4-5d15-4bdd-8e51-a4d707aed9a6,1673626276.39686,1673626290.3750145,preprocessing,0,Sphmag08G048400.1
h36n13,Worker-4a9c0ae8-3951-4952-84c5-f2b7fdd04ac8,1673626276.3971617,1673626290.374808,preprocessing,0,Sphmag07G009100.1
h36n13,Worker-2c3545f4-ca6b-4578-8da4-2853cec6e80f,1673626276.3972263,1673626290.4528484,preprocessing,0,Sphmag14G015500.1
h36n13,Worker-61f0bb78-eae6-419c-bb30-6ffc27e308d0,1673626295.4112704,1673626300.8352404,processing,0,Sphmag05G066700.1
h36n13,Worker-5b16bb8c-f27f-4339-a5e6-bd0e6749dc0a,1673626276.3969624,1673626290.9229088,preprocessing,0,Sphmag11G062400.1
h36n13,Worker-8539bd1e-1b85-4929-809f-6c14462511ad,1673626297.8896635,1673626301.2899761,processing,0,Sphmag05G013500.1
h36n13,Worker-875e8c83-71d9-4f40-821b-7dabdcee0c25,1673626298.0896685,1673626301.5060372,processing,0,Sphmag18G027000.1
h36n13,Worker-0dc23e0a-fc3b-4e99-b5cd-4983c5a78043,1673626276.396959,1673626291.5888286,preprocessing,0,Sphmag18G024800.1
h36n13,Worker-8c194814-95d4-4333-941b-c4b310cc0bb2,1673626293.1847787,1673626301.553739,processing,0,Sphmag10G032300.1
h36n12,Worker-6da2b57c-d1d2-42e4-95f2-e4a2e13bfea1,1673626298.259901,1673626301.6953907,processing,0,Sphmag17G087200.1
h36n12,Worker-02353b1d-90da-4db6-b355-37f95ccc081c,1673626298.3532517,1673626301.8819468,processing,0,Sphmag10G020300.1
h36n13,Worker-806b55f5-06e1-425a-8ed0-3fead0926045,1673626276.397156,1673626292.1019917,preprocessing,0,Sphmag11G011900.1
h36n12,Worker-8729f565-2d94-4f65-87b4-58b63508d478,1673626294.4882684,1673626302.259242,processing,0,Sphmag08G080300.1
h36n12,Worker-029a6a7e-9da1-45b5-bdf6-e8523ef3f8f1,1673626273.5129678,1673626292.4674087,preprocessing,0,Sphmag16G090900.1
h36n12,Worker-083618c2-eb4f-48eb-b6f1-c0d9064305ea,1673626273.4944527,1673626292.4984899,preprocessing,0,Sphmag08G086200.1
h36n12,Worker-d67a2f4b-8ad7-47d6-910f-778f31051a0d,1673626299.0406196,1673626302.6135795,processing,0,Sphmag04G039700.1
h36n13,Worker-f12de370-7c82-4d7c-b6e9-1329a0add584,1673626276.3968048,1673626293.2992272,preprocessing,0,Sphmag08G120500.1
h36n13,Worker-28bb8b40-ecb2-48bd-badb-2f4e4144d682,1673626276.3967414,1673626293.3792,preprocessing,0,Sphmag15G102300.1
h36n12,Worker-240ffd60-9624-4f4e-a3bd-b49e6fb34d85,1673626295.4441304,1673626303.7960079,processing,0,Sphmag19G093100.1
h36n13,Worker-2395a461-7c7d-41cc-a96d-c3534013c08a,1673626276.397053,1673626294.2540224,preprocessing,0,Sphmag15G047300.1
h36n13,Worker-7de4180b-5416-47a5-b5e4-e3def4851f7d,1673626300.0750718,1673626304.426377,processing,0,Sphmag11G033500.1
h36n12,Worker-082d0ce8-3089-4383-9603-db746856afef,1673626293.669651,1673626304.4783244,processing,0,Sphmag05G090900.1
h36n13,Worker-4832df1e-6c37-4233-861e-4e3a445e4fba,1673626276.3970625,1673626294.6235995,preprocessing,0,Sphmag12G101200.1
h36n13,Worker-c9622fe9-265f-4f47-80b3-13aae12cb603,1673626276.397082,1673626294.6873615,preprocessing,0,Sphmag06G014400.1
h36n13,Worker-3739cfad-ace5-416c-a032-79ffb3f38b5f,1673626276.3970146,1673626294.8162289,preprocessing,0,Sphmag17G078300.1
h36n13,Worker-8c194814-95d4-4333-941b-c4b310cc0bb2,1673626301.6237793,1673626305.121014,processing,0,Sphmag07G009100.1
h36n13,Worker-8539bd1e-1b85-4929-809f-6c14462511ad,1673626301.3692894,1673626305.0368974,processing,0,Sphmag14G066500.1
h36n13,Worker-875e8c83-71d9-4f40-821b-7dabdcee0c25,1673626301.5774937,1673626305.0390158,processing,0,Sphmag08G015200.1
h36n12,Worker-02353b1d-90da-4db6-b355-37f95ccc081c,1673626301.9518096,1673626305.3392317,processing,0,Sphmag10G089000.1
h36n12,Worker-8729f565-2d94-4f65-87b4-58b63508d478,1673626302.3326843,1673626305.9151776,processing,0,Sphmag14G015500.1
h36n12,Worker-6da2b57c-d1d2-42e4-95f2-e4a2e13bfea1,1673626301.7672222,1673626306.344922,processing,0,Sphmag07G062200.1
h36n13,Worker-61f0bb78-eae6-419c-bb30-6ffc27e308d0,1673626300.9260216,1673626306.4885895,processing,0,Sphmag05G122600.1
h36n13,Worker-25ccc599-e18a-4cf5-a113-5d760801f9fe,1673626299.079563,1673626306.7143846,processing,0,Sphmag14G060300.1
h36n12,Worker-d67a2f4b-8ad7-47d6-910f-778f31051a0d,1673626302.6803565,1673626307.045795,processing,0,Sphmag05G006100.1
h36n12,Worker-240ffd60-9624-4f4e-a3bd-b49e6fb34d85,1673626303.894475,1673626307.4679997,processing,0,Sphmag01G060700.1
h36n13,Worker-7de4180b-5416-47a5-b5e4-e3def4851f7d,1673626304.51028,1673626308.1318998,processing,0,Sphmag02G017100.1
h36n13,Worker-8539bd1e-1b85-4929-809f-6c14462511ad,1673626305.1603386,1673626308.6827676,processing,0,Sphmag17G078300.1
h36n13,Worker-8c194814-95d4-4333-941b-c4b310cc0bb2,1673626305.1228356,1673626308.951572,processing,0,Sphmag08G086200.1
h36n12,Worker-02353b1d-90da-4db6-b355-37f95ccc081c,1673626305.4080439,1673626309.0321088,processing,0,Sphmag09G028400.1
h36n12,Worker-94224e31-1055-4a1d-94e7-339de42a72f5,1673626292.0724194,1673626299.3112838,preprocessing,0,Sphmag05G027200.1
h36n12,Worker-6da2b57c-d1d2-42e4-95f2-e4a2e13bfea1,1673626306.441982,1673626309.9597006,processing,0,Sphmag16G090900.1
h36n13,Worker-875e8c83-71d9-4f40-821b-7dabdcee0c25,1673626305.1613605,1673626309.9687145,processing,0,Sphmag08G077500.1
h36n13,Worker-61f0bb78-eae6-419c-bb30-6ffc27e308d0,1673626306.5582032,1673626310.4041085,processing,0,Sphmag16G095300.1
h36n12,Worker-7a822f8a-036a-4995-a619-bfb377779e2e,1673626292.0837963,1673626300.824999,preprocessing,0,Sphmag11G081300.1
h36n12,Worker-082d0ce8-3089-4383-9603-db746856afef,1673626304.5504305,1673626310.7766433,processing,0,Sphmag13G098500.1
h36n12,Worker-240ffd60-9624-4f4e-a3bd-b49e6fb34d85,1673626307.5620034,1673626311.0868373,processing,0,Sphmag15G047300.1
h36n12,Worker-af5f284c-b39e-4348-b45d-93b21884cc39,1673626291.8759077,1673626301.5825887,preprocessing,0,Sphmag02G135700.1
h36n12,Worker-8729f565-2d94-4f65-87b4-58b63508d478,1673626305.985891,1673626312.0220487,processing,0,Sphmag15G097800.1
h36n12,Worker-f33bfee1-330d-402a-b789-73225ec36602,1673626293.8226104,1673626302.456372,preprocessing,0,Sphmag10G086900.1
h36n12,Worker-02353b1d-90da-4db6-b355-37f95ccc081c,1673626309.0992355,1673626312.6035745,processing,0,Sphmag11G062400.1
h36n12,Worker-0fc57a02-2983-4ac6-8e6d-3d5266abe976,1673626293.1407151,1673626302.835831,preprocessing,0,Sphmag08G047700.1
h36n12,Worker-25a5d660-2734-43fe-a30c-c24a3f48c7f5,1673626293.94735,1673626302.8981497,preprocessing,0,Sphmag12G010400.1
h36n13,Worker-8539bd1e-1b85-4929-809f-6c14462511ad,1673626308.7554016,1673626312.8976684,processing,0,Sphmag08G112300.1
h36n12,Worker-8880ecf0-027e-48db-93d8-a78e4aeb8a58,1673626294.6005557,1673626302.9805794,preprocessing,0,Sphmag12G091100.1
h36n12,Worker-2009e77a-bfb0-46d2-a6da-aa13666eca6f,1673626294.862362,1673626303.19795,preprocessing,0,Sphmag09G096000.1
h36n13,Worker-13ce5b4f-b334-4a3f-ac04-292125d9034c,1673626296.4595573,1673626303.3058417,preprocessing,0,Sphmag19G055400.1
h36n12,Worker-22f157f9-5af6-4ba5-814f-bf094a713233,1673626295.9858994,1673626303.339812,preprocessing,0,Sphmag07G075500.1
h36n13,Worker-25ccc599-e18a-4cf5-a113-5d760801f9fe,1673626306.7884593,1673626313.3879473,processing,0,Sphmag04G123500.1
h36n13,Worker-bded9027-d692-4e62-86ac-b58d95c9d5b7,1673626297.416477,1673626303.6683698,preprocessing,0,Sphmag17G077400.1
h36n13,Worker-c225c59a-b61b-467f-a0f7-79b85d1e64e9,1673626296.0173166,1673626303.6741655,preprocessing,0,Sphmag07G089900.1
h36n12,Worker-6da2b57c-d1d2-42e4-95f2-e4a2e13bfea1,1673626310.0284898,1673626313.630056,processing,0,Sphmag09G105400.1
h36n12,Worker-f40d3781-71ee-40b8-a112-c6bc57fa3bff,1673626295.4466746,1673626303.7225668,preprocessing,0,Sphmag07G069900.1
h36n12,Worker-d9eda4bf-0aa1-4ae7-8f94-bfcca44039b9,1673626294.903808,1673626303.9413748,preprocessing,0,Sphmag15G025600.1
h36n13,Worker-90c2eea4-e167-409d-bfa7-8e616c8021c0,1673626297.2254019,1673626304.0469031,preprocessing,0,Sphmag01G164600.1
h36n13,Worker-875e8c83-71d9-4f40-821b-7dabdcee0c25,1673626310.0462902,1673626314.0453088,processing,0,Sphmag18G024800.1
h36n13,Worker-61f0bb78-eae6-419c-bb30-6ffc27e308d0,1673626310.4973752,1673626314.0540485,processing,0,Sphmag05G025000.1
h36n13,Worker-7de4180b-5416-47a5-b5e4-e3def4851f7d,1673626308.211571,1673626314.243912,processing,0,Sphmag12G101200.1
h36n13,Worker-7c6bc4a7-ed69-44e8-94e1-4706eaaed715,1673626294.698117,1673626304.5428338,preprocessing,0,Sphmag19G047500.1
h36n12,Worker-a70a4468-1696-4ebc-ac8f-59a0f7743f67,1673626296.7332742,1673626304.7142415,preprocessing,0,Sphmag16G080600.1
h36n12,Worker-d67a2f4b-8ad7-47d6-910f-778f31051a0d,1673626307.118057,1673626315.0548322,processing,0,Sphmag08G120500.1
h36n12,Worker-499e4ccc-f916-4e15-b068-723fc71faca3,1673626292.958221,1673626305.2037501,preprocessing,0,Sphmag01G143900.1
h36n13,Worker-a4e32748-6f7c-4565-988b-57b3c19ab229,1673626297.7619462,1673626305.2195833,preprocessing,0,Sphmag07G039600.1
h36n13,Worker-37a6c7e3-5859-4faf-87cf-3ac9709dd9cf,1673626298.349736,1673626305.3881788,preprocessing,0,Sphmag01G083600.1
h36n12,Worker-e3390aa7-ea82-4de1-9ad3-7da516f59106,1673626293.9659226,1673626305.5904949,preprocessing,0,Sphmag15G085700.1
h36n12,Worker-dc895be1-f4b3-4b8e-8c5b-dccc2bf297cc,1673626296.914561,1673626305.9611242,preprocessing,0,Sphmag09G059700.1
h36n13,Worker-14da6346-a2c8-45bc-998a-14374b97e1c6,1673626298.0824609,1673626306.2541025,preprocessing,0,Sphmag02G135500.1
h36n13,Worker-9db26d36-6fe3-47c5-8a09-a4310e0eda3d,1673626296.4162898,1673626306.5119417,preprocessing,0,Sphmag01G159200.1
h36n12,Worker-082d0ce8-3089-4383-9603-db746856afef,1673626310.859136,1673626316.5572274,processing,0,Sphmag06G014400.1
h36n13,Worker-25ccc599-e18a-4cf5-a113-5d760801f9fe,1673626313.3897579,1673626316.7449572,processing,0,Sphmag04G098200.1
h36n13,Worker-d36f69b9-0783-4051-971c-ff2da02b9634,1673626297.7867439,1673626307.0933485,preprocessing,0,Sphmag10G061100.1
h36n13,Worker-65eb44b8-30a6-457a-8c7e-63e02b218d6b,1673626298.9385943,1673626307.100907,preprocessing,0,Sphmag19G096100.1
h36n12,Worker-02860a1f-0848-499a-8323-2c5db35a7dfa,1673626295.159205,1673626307.129728,preprocessing,0,Sphmag02G041300.1
h36n12,Worker-ed3f74b9-1ebf-4bd4-a2dc-7af9f72bfec1,1673626297.3890958,1673626307.2367992,preprocessing,0,Sphmag01G017500.1
h36n13,Worker-8c194814-95d4-4333-941b-c4b310cc0bb2,1673626309.0220478,1673626317.193117,processing,0,Sphmag08G018700.1
h36n12,Worker-02353b1d-90da-4db6-b355-37f95ccc081c,1673626312.6708252,1673626317.2420437,processing,0,Sphmag07G104300.1
h36n12,Worker-5a2f219b-6d3e-45cf-ba4e-d42ac4aa5f8a,1673626299.7922347,1673626307.3258061,preprocessing,0,Sphmag08G123500.1
h36n12,Worker-8729f565-2d94-4f65-87b4-58b63508d478,1673626312.089358,1673626317.279927,processing,0,Sphmag15G087400.1
h36n13,Worker-8539bd1e-1b85-4929-809f-6c14462511ad,1673626312.970211,1673626317.3352265,processing,0,Sphmag16G089800.1
h36n12,Worker-690fc01a-e788-4637-a3a7-93286aaa1e62,1673626299.000121,1673626307.5448623,preprocessing,0,Sphmag02G040600.1
h36n13,Worker-8b3a33c1-6815-4195-9e3d-2845a6a8811c,1673626294.7916753,1673626307.5650272,preprocessing,0,Sphmag16G097600.1
h36n12,Worker-7c747fed-fb35-4e84-944e-4543c650cef5,1673626300.1296678,1673626307.5827668,preprocessing,0,Sphmag13G007400.1
h36n13,Worker-61f0bb78-eae6-419c-bb30-6ffc27e308d0,1673626314.1847303,1673626317.8031778,processing,0,Sphmag17G053600.1
h36n12,Worker-3dae3197-7a2f-4faf-bed0-3a40a6131b11,1673626298.137901,1673626307.8361213,preprocessing,0,Sphmag19G020200.1
h36n12,Worker-cd625b0b-c7e9-4771-9d26-f340312adcb9,1673626296.6720679,1673626307.9225907,preprocessing,0,Sphmag09G068400.1
h36n13,Worker-6e6dd7a9-18bf-4fa5-b0a5-8fe8c0f907c0,1673626299.244076,1673626307.9790351,preprocessing,0,Sphmag10G077300.1
h36n13,Worker-7368a34a-eeb3-476e-9b6f-463ed84bd30d,1673626299.0313265,1673626308.413513,preprocessing,0,Sphmag02G173300.1
h36n12,Worker-b1f47481-458f-43bc-9bf7-7853afe884de,1673626299.5129673,1673626308.426219,preprocessing,0,Sphmag18G062000.1
h36n12,Worker-8d161639-d8af-4ca0-a125-ccd3595c3d34,1673626297.6957874,1673626308.6209767,preprocessing,0,Sphmag17G055900.1
h36n12,Worker-d67a2f4b-8ad7-47d6-910f-778f31051a0d,1673626315.1215982,1673626318.5669665,processing,0,Sphmag08G048400.1
h36n12,Worker-6da2b57c-d1d2-42e4-95f2-e4a2e13bfea1,1673626313.7226791,1673626318.9491336,processing,0,Sphmag14G069100.1
h36n12,Worker-240ffd60-9624-4f4e-a3bd-b49e6fb34d85,1673626311.1726172,1673626319.0514433,processing,0,Sphmag14G038800.1
h36n13,Worker-2c3545f4-ca6b-4578-8da4-2853cec6e80f,1673626300.465345,1673626309.496027,preprocessing,0,Sphmag04G048600.1
h36n13,Worker-875e8c83-71d9-4f40-821b-7dabdcee0c25,1673626314.1682608,1673626319.7913506,processing,0,Sphmag15G102300.1
h36n13,Worker-7de4180b-5416-47a5-b5e4-e3def4851f7d,1673626314.327812,1673626320.0612588,processing,0,Sphmag05G045700.1
h36n12,Worker-a7db87ea-e7a7-4647-8e4c-b716d5389516,1673626300.0003848,1673626310.5256846,preprocessing,0,Sphmag17G042100.1
h36n13,Worker-8539bd1e-1b85-4929-809f-6c14462511ad,1673626317.402192,1673626320.767824,processing,0,Sphmag02G135500.1
h36n12,Worker-5e31c79d-c153-4b17-8a60-7a8be840ca48,1673626298.6091664,1673626310.8802104,preprocessing,0,Sphmag07G114600.1
h36n12,Worker-ae222e26-8023-46b3-b32e-b7d73b80c4be,1673626299.5818098,1673626310.9602883,preprocessing,0,Sphmag11G010300.1
h36n12,Worker-8729f565-2d94-4f65-87b4-58b63508d478,1673626317.3564792,1673626320.9809318,processing,0,Sphmag12G097800.1
h36n13,Worker-96662329-4541-448d-8b33-753ca0111f1d,1673626298.6971982,1673626311.1984103,preprocessing,0,Sphmag09G053900.1
h36n13,Worker-61f0bb78-eae6-419c-bb30-6ffc27e308d0,1673626317.8049934,1673626321.283448,processing,0,Sphmag12G010400.1
h36n13,Worker-4a9c0ae8-3951-4952-84c5-f2b7fdd04ac8,1673626300.38835,1673626311.5169873,preprocessing,0,Sphmag11G070000.1
h36n13,Worker-5c951174-ed38-4a3f-8f43-882677bb851e,1673626300.130761,1673626311.6577497,preprocessing,0,Sphmag04G053700.1
h36n13,Worker-806b55f5-06e1-425a-8ed0-3fead0926045,1673626302.1143057,1673626311.8492672,preprocessing,0,Sphmag20G011500.1
h36n12,Worker-b11df8e0-9be6-4b23-9fc7-b944abcb2b77,1673626297.532405,1673626312.09627,preprocessing,0,Sphmag08G108400.1
h36n12,Worker-d67a2f4b-8ad7-47d6-910f-778f31051a0d,1673626318.6410632,1673626322.104889,processing,0,Sphmag01G143900.1
h36n13,Worker-4832df1e-6c37-4233-861e-4e3a445e4fba,1673626304.6363683,1673626312.3649964,preprocessing,0,Sphmag06G128300.1
h36n13,Worker-c7fcf421-c040-45f9-a1cf-5e20758ac21e,1673626298.8136775,1673626312.4337335,preprocessing,0,Sphmag06G039300.1
h36n12,Worker-6da2b57c-d1d2-42e4-95f2-e4a2e13bfea1,1673626319.0198154,1673626322.5298147,processing,0,Sphmag07G075500.1
h36n12,Worker-082d0ce8-3089-4383-9603-db746856afef,1673626316.6301165,1673626322.5430212,processing,0,Sphmag19G089700.1
h36n13,Worker-05d9a649-2b99-4c4f-80e7-590e8f405ad1,1673626300.2237697,1673626312.7376192,preprocessing,0,Sphmag15G042800.1
h36n12,Worker-240ffd60-9624-4f4e-a3bd-b49e6fb34d85,1673626319.1335876,1673626322.751625,processing,0,Sphmag11G011900.1
h36n12,Worker-029a6a7e-9da1-45b5-bdf6-e8523ef3f8f1,1673626302.4802368,1673626312.8673594,preprocessing,0,Sphmag18G085700.1
h36n12,Worker-583a6c3c-b41c-4ab2-91b2-933b9fbeb88f,1673626296.7761388,1673626312.88895,preprocessing,0,Sphmag12G069500.1
h36n13,Worker-25ccc599-e18a-4cf5-a113-5d760801f9fe,1673626316.8261926,1673626322.871025,processing,0,Sphmag02G148000.1
h36n13,Worker-14589dfc-7e89-4a53-8923-8398e3691ced,1673626300.2448244,1673626313.0105946,preprocessing,0,Sphmag02G063900.1
h36n13,Worker-c9622fe9-265f-4f47-80b3-13aae12cb603,1673626304.7003198,1673626313.0770657,preprocessing,0,Sphmag05G141200.1
h36n12,Worker-bd77031a-0063-413b-b530-469ae2fe359e,1673626300.187168,1673626313.2981722,preprocessing,0,Sphmag15G092600.1
h36n12,Worker-083618c2-eb4f-48eb-b6f1-c0d9064305ea,1673626302.511938,1673626313.4319642,preprocessing,0,Sphmag12G046400.1
h36n13,Worker-28bb8b40-ecb2-48bd-badb-2f4e4144d682,1673626303.3915484,1673626313.7691622,preprocessing,0,Sphmag05G105100.1
h36n13,Worker-f12de370-7c82-4d7c-b6e9-1329a0add584,1673626303.3129325,1673626314.1407776,preprocessing,0,Sphmag16G017100.1
h36n13,Worker-0dc23e0a-fc3b-4e99-b5cd-4983c5a78043,1673626301.601327,1673626314.1711166,preprocessing,0,Sphmag15G089300.1
h36n13,Worker-8539bd1e-1b85-4929-809f-6c14462511ad,1673626320.8453698,1673626324.3232057,processing,0,Sphmag12G091100.1
h36n12,Worker-02353b1d-90da-4db6-b355-37f95ccc081c,1673626317.3169513,1673626324.383108,processing,0,Sphmag08G047700.1
h36n12,Worker-8729f565-2d94-4f65-87b4-58b63508d478,1673626321.0565002,1673626324.594376,processing,0,Sphmag15G025600.1
